Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,3870.0,3890.0,3860.0,3870.0,3160.37158203125,71431900.0
2019-03-04,3900.0,3920.0,3880.0,3880.0,3168.53759765625,57026900.0
2019-03-05,3900.0,3900.0,3860.0,3860.0,3152.205322265625,70615700.0
2019-03-06,3890.0,3920.0,3860.0,3900.0,3184.87060546875,56508700.0
2019-03-07,3900.0,3900.0,3900.0,3900.0,3184.87060546875,0.0
2019-03-08,3820.0,3880.0,3810.0,3850.0,3144.038818359375,129784700.0
2019-03-11,3900.0,3900.0,3830.0,3860.0,3152.205322265625,46743400.0
2019-03-12,3880.0,3890.0,3810.0,3840.0,3135.872802734375,63500100.0
2019-03-13,3800.0,3810.0,3780.0,3790.0,3095.041015625,46756100.0
2019-03-14,3780.0,3850.0,3780.0,3840.0,3135.872802734375,90157600.0
2019-03-15,3900.0,3950.0,3890.0,3950.0,3225.7021484375,97150400.0
2019-03-18,3990.0,4030.0,3980.0,4000.0,3266.533935546875,92904100.0
2019-03-19,4040.0,4050.0,3970.0,3980.0,3250.201171875,57945500.0
2019-03-20,3960.0,4010.0,3960.0,3990.0,3258.36767578125,85969100.0
2019-03-21,4010.0,4040.0,3970.0,3990.0,3258.36767578125,110206700.0
2019-03-22,4030.0,4070.0,4000.0,4050.0,3307.36572265625,94636900.0
2019-03-25,4030.0,4040.0,3990.0,4010.0,3274.7001953125,82166300.0
2019-03-26,4050.0,4080.0,4010.0,4060.0,3315.531982421875,68612800.0
2019-03-27,4080.0,4080.0,4040.0,4050.0,3307.36572265625,51063000.0
2019-03-28,4070.0,4080.0,4030.0,4070.0,3323.6982421875,61147700.0
2019-03-29,4050.0,4140.0,4050.0,4110.0,3356.36376953125,64740600.0
2019-04-01,4140.0,4160.0,4130.0,4150.0,3389.029052734375,66844600.0
2019-04-02,4170.0,4170.0,4130.0,4150.0,3389.029052734375,44403800.0
2019-04-03,4150.0,4150.0,4150.0,4150.0,3389.029052734375,0.0
2019-04-04,4180.0,4280.0,4140.0,4220.0,3446.193115234375,63002400.0
2019-04-05,4260.0,4290.0,4250.0,4270.0,3487.02490234375,49127500.0
2019-04-08,4290.0,4290.0,4210.0,4250.0,3470.692626953125,75453200.0
2019-04-09,4280.0,4350.0,4260.0,4300.0,3511.52392578125,73325100.0
2019-04-10,4300.0,4320.0,4260.0,4310.0,3519.6904296875,106216900.0
2019-04-11,4300.0,4320.0,4280.0,4300.0,3511.52392578125,171468700.0
2019-04-12,4300.0,4320.0,4280.0,4310.0,3519.6904296875,76584700.0
2019-04-15,4350.0,4360.0,4310.0,4350.0,3552.35595703125,64160400.0
2019-04-16,4330.0,4360.0,4320.0,4340.0,3544.189453125,90837700.0
2019-04-17,4340.0,4340.0,4340.0,4340.0,3544.189453125,0.0
2019-04-18,4450.0,4730.0,4380.0,4460.0,3642.185546875,182035000.0
2019-04-19,4460.0,4460.0,4460.0,4460.0,3642.185546875,0.0
2019-04-22,4460.0,4460.0,4410.0,4440.0,3625.852783203125,101963500.0
2019-04-23,4410.0,4450.0,4410.0,4430.0,3617.686279296875,54840800.0
2019-04-24,4410.0,4430.0,4400.0,4400.0,3593.187255859375,172810100.0
2019-04-25,4380.0,4390.0,4260.0,4330.0,3536.022705078125,184463200.0
2019-04-26,4240.0,4360.0,4210.0,4330.0,3536.022705078125,132874000.0
2019-04-29,4290.0,4350.0,4280.0,4340.0,3544.189453125,76916700.0
2019-04-30,4390.0,4410.0,4340.0,4370.0,3568.688232421875,127804000.0
2019-05-01,4370.0,4370.0,4370.0,4370.0,3568.688232421875,0.0
2019-05-02,4420.0,4420.0,4340.0,4370.0,3568.688232421875,126901700.0
2019-05-03,4330.0,4400.0,4310.0,4380.0,3576.854736328125,109485100.0
2019-05-06,4300.0,4300.0,4190.0,4230.0,3454.35986328125,143009800.0
2019-05-07,4210.0,4280.0,4210.0,4250.0,3470.692626953125,112789100.0
2019-05-08,4250.0,4250.0,4180.0,4220.0,3446.193115234375,120152500.0
2019-05-09,4140.0,4160.0,4120.0,4120.0,3364.52978515625,163340000.0
2019-05-10,4100.0,4160.0,4090.0,4120.0,3364.52978515625,120282900.0
2019-05-13,4130.0,4140.0,4100.0,4100.0,3348.197265625,71877200.0
2019-05-14,4000.0,4090.0,3970.0,4050.0,3307.36572265625,115090400.0
2019-05-15,4050.0,4060.0,3890.0,3890.0,3176.7041015625,167394600.0
2019-05-16,3940.0,3990.0,3820.0,3860.0,3152.205322265625,144094800.0
2019-05-17,3910.0,3910.0,3770.0,3790.0,3095.041015625,155199000.0
2019-05-20,3800.0,3850.0,3660.0,3750.0,3062.375732421875,165275800.0
2019-05-21,3800.0,3840.0,3710.0,3750.0,3062.375732421875,206532500.0
2019-05-22,3710.0,3830.0,3710.0,3770.0,3078.70849609375,118633800.0
2019-05-23,3820.0,3890.0,3800.0,3850.0,3144.038818359375,209226900.0
2019-05-24,3780.0,3930.0,3770.0,3850.0,3245.323486328125,150398400.0
2019-05-27,3900.0,3970.0,3860.0,3920.0,3304.329345703125,123578400.0
2019-05-28,3930.0,3950.0,3810.0,3810.0,3211.606201171875,376621800.0
2019-05-29,3890.0,3950.0,3860.0,3940.0,3321.188232421875,139713200.0
2019-05-30,3940.0,3940.0,3940.0,3940.0,3321.188232421875,0.0
2019-05-31,3990.0,4120.0,3980.0,4100.0,3456.058837890625,261104200.0
2019-06-03,4100.0,4100.0,4100.0,4100.0,3456.058837890625,0.0
2019-06-04,4100.0,4100.0,4100.0,4100.0,3456.058837890625,0.0
2019-06-05,4100.0,4100.0,4100.0,4100.0,3456.058837890625,0.0
2019-06-06,4100.0,4100.0,4100.0,4100.0,3456.058837890625,0.0
2019-06-07,4100.0,4100.0,4100.0,4100.0,3456.058837890625,0.0
2019-06-10,4220.0,4270.0,4200.0,4230.0,3565.641357421875,196745300.0
2019-06-11,4250.0,4250.0,4150.0,4230.0,3565.641357421875,116270900.0
2019-06-12,4170.0,4210.0,4170.0,4210.0,3548.78271484375,92904100.0
2019-06-13,4250.0,4250.0,4180.0,4200.0,3540.352783203125,116825700.0
2019-06-14,4170.0,4240.0,4170.0,4230.0,3565.641357421875,72298800.0
2019-06-17,4250.0,4250.0,4200.0,4200.0,3540.352783203125,55193600.0
2019-06-18,4180.0,4260.0,4180.0,4260.0,3590.929443359375,158342200.0
2019-06-19,,,,,,
2019-06-20,4330.0,4330.0,4280.0,4310.0,3633.07666015625,107715700.0
2019-06-21,4290.0,4360.0,4260.0,4360.0,3675.223388671875,170191100.0
2019-06-24,4310.0,4350.0,4290.0,4310.0,3633.07666015625,82569600.0
2019-06-25,4350.0,4350.0,4290.0,4330.0,3649.93505859375,59456000.0
2019-06-26,4330.0,4370.0,4320.0,4360.0,3675.223388671875,102850200.0
2019-06-27,4380.0,4390.0,4350.0,4380.0,3692.08251953125,81746600.0
2019-06-28,4370.0,4400.0,4350.0,4360.0,3675.223388671875,102580700.0
2019-07-01,4400.0,4420.0,4380.0,4420.0,3725.7998046875,104844900.0
2019-07-02,4420.0,4420.0,4360.0,4410.0,3717.370849609375,134440200.0
2019-07-03,4390.0,4420.0,4360.0,4400.0,3708.941162109375,74371900.0
2019-07-04,4360.0,4400.0,4360.0,4390.0,3700.51171875,38687900.0
2019-07-05,4420.0,4420.0,4380.0,4400.0,3708.941162109375,53771200.0
2019-07-08,4380.0,4410.0,4370.0,4400.0,3708.941162109375,46233200.0
2019-07-09,4370.0,4410.0,4370.0,4410.0,3717.370849609375,64718300.0
2019-07-10,4410.0,4480.0,4400.0,4470.0,3767.947265625,80977700.0
2019-07-11,4490.0,4540.0,4480.0,4510.0,3801.66455078125,91416500.0
2019-07-12,4510.0,4540.0,4490.0,4510.0,3801.66455078125,64575400.0
2019-07-15,4540.0,4560.0,4520.0,4530.0,3818.52392578125,68954800.0
2019-07-16,4500.0,4550.0,4500.0,4550.0,3835.38232421875,84477400.0
2019-07-17,4520.0,4550.0,4500.0,4520.0,3810.09423828125,65303400.0
2019-07-18,4500.0,4510.0,4440.0,4450.0,3751.087890625,77028200.0
2019-07-19,4450.0,4490.0,4440.0,4480.0,3776.37646484375,64335100.0
2019-07-22,4500.0,4510.0,4460.0,4500.0,3793.235595703125,41944400.0
2019-07-23,4500.0,4500.0,4470.0,4490.0,3784.8056640625,43317300.0
2019-07-24,4520.0,4520.0,4440.0,4450.0,3751.087890625,53053100.0
2019-07-25,4470.0,4480.0,4450.0,4460.0,3759.517822265625,60404000.0
2019-07-26,4410.0,4470.0,4400.0,4440.0,3742.658935546875,77381500.0
2019-07-29,4480.0,4480.0,4440.0,4460.0,3759.517822265625,91877000.0
2019-07-30,4500.0,4500.0,4460.0,4500.0,3793.235595703125,68755800.0
2019-07-31,4500.0,4510.0,4450.0,4480.0,3776.37646484375,105834600.0
2019-08-01,4490.0,4510.0,4410.0,4450.0,3751.087890625,143626600.0
2019-08-02,4400.0,4470.0,4390.0,4450.0,3751.087890625,119342500.0
2019-08-05,4410.0,4420.0,4270.0,4270.0,3599.35888671875,150837200.0
2019-08-06,4100.0,4210.0,4020.0,4100.0,3456.058837890625,247636800.0
2019-08-07,4140.0,4290.0,4140.0,4250.0,3582.500244140625,146976400.0
2019-08-08,4250.0,4320.0,4250.0,4290.0,3616.2177734375,93336500.0
2019-08-09,4330.0,4350.0,4300.0,4330.0,3649.93505859375,82471300.0
2019-08-12,4380.0,4380.0,4290.0,4300.0,3624.64697265625,51057200.0
2019-08-13,4330.0,4330.0,4250.0,4280.0,3607.788330078125,80133600.0
2019-08-14,4330.0,4350.0,4310.0,4330.0,3649.93505859375,93273200.0
2019-08-15,4210.0,4280.0,4180.0,4250.0,3582.500244140625,115233200.0
2019-08-16,4250.0,4260.0,4200.0,4210.0,3548.78271484375,93606900.0
2019-08-19,4130.0,4220.0,4130.0,4180.0,3523.494140625,60369000.0
2019-08-20,4180.0,4200.0,4090.0,4100.0,3456.058837890625,102619200.0
2019-08-21,4100.0,4170.0,4040.0,4050.0,3413.911865234375,84386400.0
2019-08-22,4060.0,4140.0,4000.0,4070.0,3430.7705078125,124079400.0
2019-08-23,4030.0,4100.0,4020.0,4080.0,3439.2001953125,58236900.0
2019-08-26,4020.0,4070.0,4000.0,4070.0,3430.7705078125,64788000.0
2019-08-27,4130.0,4210.0,4080.0,4200.0,3540.352783203125,178201800.0
2019-08-28,4220.0,4240.0,4190.0,4190.0,3531.923583984375,99957200.0
2019-08-29,4220.0,4220.0,4160.0,4200.0,3540.352783203125,68027100.0
2019-08-30,4190.0,4270.0,4120.0,4270.0,3599.35888671875,108998100.0
2019-09-02,4270.0,4280.0,4210.0,4220.0,3557.211669921875,68472900.0
2019-09-03,4180.0,4270.0,4130.0,4150.0,3498.2060546875,76155900.0
2019-09-04,4180.0,4180.0,4100.0,4160.0,3506.635498046875,76686000.0
2019-09-05,4220.0,4230.0,4180.0,4220.0,3557.211669921875,77131600.0
2019-09-06,4260.0,4290.0,4250.0,4270.0,3599.35888671875,114425200.0
2019-09-09,4290.0,4290.0,4170.0,4170.0,3515.064697265625,68317900.0
2019-09-10,4180.0,4190.0,4150.0,4190.0,3531.923583984375,69287000.0
2019-09-11,4150.0,4260.0,4150.0,4250.0,3582.500244140625,114308200.0
2019-09-12,4300.0,4350.0,4270.0,4280.0,3607.788330078125,87101400.0
2019-09-13,4320.0,4320.0,4280.0,4310.0,3633.07666015625,56092800.0
2019-09-16,4290.0,4290.0,4100.0,4190.0,3531.923583984375,132616600.0
2019-09-17,4160.0,4250.0,4130.0,4250.0,3582.500244140625,107125600.0
2019-09-18,4240.0,4260.0,4210.0,4240.0,3574.070556640625,76406800.0
2019-09-19,4200.0,4230.0,4200.0,4220.0,3557.211669921875,92108100.0
2019-09-20,4200.0,4220.0,4130.0,4160.0,3506.635498046875,217504200.0
2019-09-23,4160.0,4200.0,4160.0,4180.0,3523.494140625,84900300.0
2019-09-24,4160.0,4160.0,4110.0,4110.0,3464.488525390625,95076200.0
2019-09-25,4070.0,4120.0,4020.0,4080.0,3439.2001953125,83155300.0
2019-09-26,4110.0,4210.0,4100.0,4210.0,3548.78271484375,80120800.0
2019-09-27,4210.0,4210.0,4160.0,4180.0,3523.494140625,57666400.0
2019-09-30,4200.0,4200.0,4110.0,4120.0,3472.91748046875,76345500.0
2019-10-01,4120.0,4130.0,4070.0,4070.0,3430.7705078125,79550900.0
2019-10-02,4050.0,4090.0,3920.0,3930.0,3312.7587890625,166346200.0
2019-10-03,3870.0,3890.0,3810.0,3810.0,3211.606201171875,177625500.0
2019-10-04,3880.0,3960.0,3860.0,3950.0,3329.617431640625,93849800.0
2019-10-07,3970.0,3990.0,3860.0,3900.0,3287.470703125,126705700.0
2019-10-08,3960.0,3960.0,3890.0,3930.0,3312.7587890625,119796000.0
2019-10-09,3950.0,3990.0,3920.0,3960.0,3338.04736328125,117832100.0
2019-10-10,3970.0,3990.0,3880.0,3890.0,3279.041015625,107857100.0
2019-10-11,3950.0,3960.0,3910.0,3920.0,3304.329345703125,102206600.0
2019-10-14,3950.0,3980.0,3910.0,3920.0,3304.329345703125,109782800.0
2019-10-15,3970.0,3970.0,3890.0,3940.0,3321.188232421875,128090900.0
2019-10-16,3960.0,3990.0,3940.0,3990.0,3363.33544921875,82010000.0
2019-10-17,4000.0,4050.0,3990.0,4050.0,3413.911865234375,104547000.0
2019-10-18,4050.0,4190.0,4050.0,4170.0,3515.064697265625,103613400.0
2019-10-21,4170.0,4190.0,4110.0,4120.0,3472.91748046875,81121300.0
2019-10-22,4080.0,4140.0,4070.0,4140.0,3489.7763671875,82586400.0
2019-10-23,4150.0,4180.0,4080.0,4180.0,3523.494140625,127172900.0
2019-10-24,4180.0,4300.0,4180.0,4300.0,3624.64697265625,157022200.0
2019-10-25,4300.0,4320.0,4220.0,4230.0,3565.641357421875,112296600.0
2019-10-28,4230.0,4260.0,4220.0,4230.0,3565.641357421875,38352600.0
2019-10-29,4240.0,4250.0,4180.0,4230.0,3565.641357421875,82494100.0
2019-10-30,4260.0,4260.0,4190.0,4250.0,3582.500244140625,47442000.0
2019-10-31,4210.0,4240.0,4160.0,4210.0,3548.78271484375,75586200.0
2019-11-01,4220.0,4220.0,4150.0,4180.0,3523.494140625,63281400.0
2019-11-04,4180.0,4210.0,4150.0,4160.0,3506.635498046875,50272200.0
2019-11-05,4190.0,4300.0,4170.0,4300.0,3624.64697265625,132545000.0
2019-11-06,4330.0,4330.0,4160.0,4160.0,3506.635498046875,132500400.0
2019-11-07,4160.0,4160.0,3960.0,4000.0,3371.7646484375,292323600.0
2019-11-08,4010.0,4030.0,3980.0,3990.0,3363.33544921875,134618100.0
2019-11-11,3950.0,4000.0,3950.0,4000.0,3371.7646484375,114079500.0
2019-11-12,4000.0,4030.0,3980.0,4000.0,3371.7646484375,109775100.0
2019-11-13,4000.0,4010.0,3920.0,3960.0,3338.04736328125,150088500.0
2019-11-14,3950.0,3970.0,3900.0,3940.0,3321.188232421875,118066000.0
2019-11-15,4000.0,4100.0,3960.0,4090.0,3447.62939453125,122007300.0
2019-11-18,4090.0,4140.0,4050.0,4120.0,3472.91748046875,93147500.0
2019-11-19,4150.0,4190.0,4080.0,4190.0,3531.923583984375,141181200.0
2019-11-20,4170.0,4260.0,4150.0,4220.0,3557.211669921875,154808400.0
2019-11-21,4200.0,4230.0,4140.0,4220.0,3557.211669921875,114191700.0
2019-11-22,4230.0,4250.0,4160.0,4210.0,3548.78271484375,74696400.0
2019-11-25,4150.0,4180.0,4120.0,4130.0,3481.34716796875,56593800.0
2019-11-26,4150.0,4180.0,4100.0,4150.0,3498.2060546875,222076900.0
2019-11-27,4100.0,4210.0,4100.0,4170.0,3515.064697265625,66281400.0
2019-11-28,4130.0,4170.0,4050.0,4050.0,3413.911865234375,61720000.0
2019-11-29,4060.0,4120.0,4010.0,4090.0,3447.62939453125,64199200.0
2019-12-02,4150.0,4210.0,4120.0,4210.0,3548.78271484375,55396900.0
2019-12-03,4210.0,4220.0,4160.0,4170.0,3515.064697265625,43717700.0
2019-12-04,4200.0,4200.0,4120.0,4130.0,3481.34716796875,50621200.0
2019-12-05,4200.0,4230.0,4170.0,4220.0,3557.211669921875,72784100.0
2019-12-06,4250.0,4250.0,4170.0,4170.0,3515.064697265625,67202600.0
2019-12-09,4190.0,4210.0,4150.0,4180.0,3523.494140625,47839000.0
2019-12-10,4140.0,4180.0,4130.0,4170.0,3515.064697265625,80011300.0
2019-12-11,4190.0,4210.0,4160.0,4210.0,3548.78271484375,62962600.0
2019-12-12,4230.0,4270.0,4210.0,4250.0,3582.500244140625,125551000.0
2019-12-13,4280.0,4290.0,4240.0,4280.0,3607.788330078125,167616600.0
2019-12-16,4300.0,4350.0,4290.0,4330.0,3649.93505859375,178955500.0
2019-12-17,4360.0,4360.0,4300.0,4350.0,3666.79443359375,141046900.0
2019-12-18,4380.0,4400.0,4350.0,4400.0,3708.941162109375,158345700.0
2019-12-19,4350.0,4370.0,4320.0,4350.0,3666.79443359375,94017600.0
2019-12-20,4350.0,4370.0,4320.0,4360.0,3675.223388671875,156213900.0
2019-12-23,4450.0,4470.0,4360.0,4450.0,3751.087890625,123276700.0
2019-12-26,4420.0,4450.0,4400.0,4410.0,3717.370849609375,50234000.0
2019-12-27,4380.0,4440.0,4380.0,4430.0,3734.2294921875,56465900.0
2019-12-30,4450.0,4450.0,4360.0,4400.0,3708.941162109375,66440200.0
2020-01-02,4400.0,4410.0,4360.0,4410.0,3717.370849609375,41714100.0
2020-01-03,4420.0,4440.0,4390.0,4420.0,3725.7998046875,82898300.0
2020-01-06,4360.0,4390.0,4320.0,4370.0,3683.65283203125,44225100.0
2020-01-07,4410.0,4410.0,4380.0,4400.0,3708.941162109375,103948100.0
2020-01-08,4380.0,4400.0,4340.0,4380.0,3692.08251953125,171751200.0
2020-01-09,4400.0,4420.0,4370.0,4400.0,3708.941162109375,72072000.0
2020-01-10,4430.0,4430.0,4390.0,4410.0,3717.370849609375,124809200.0
2020-01-13,4430.0,4510.0,4420.0,4510.0,3801.66455078125,111351400.0
2020-01-14,4540.0,4600.0,4520.0,4570.0,3852.24072265625,158414200.0
2020-01-15,4570.0,4580.0,4530.0,4580.0,3860.670654296875,102566700.0
2020-01-16,4570.0,4590.0,4510.0,4570.0,3852.24072265625,133986100.0
2020-01-17,4620.0,4640.0,4600.0,4630.0,3902.817626953125,121175500.0
2020-01-20,4690.0,4690.0,4630.0,4660.0,3928.105224609375,81837500.0
2020-01-21,4670.0,4680.0,4640.0,4670.0,3936.535400390625,73839600.0
2020-01-22,4680.0,4710.0,4670.0,4710.0,3970.253173828125,82370500.0
2020-01-23,4720.0,4760.0,4690.0,4740.0,3995.541748046875,139861200.0
2020-01-24,4730.0,4750.0,4680.0,4740.0,3995.541748046875,96017400.0
2020-01-27,4700.0,4700.0,4640.0,4650.0,3919.676513671875,93704600.0
2020-01-28,4580.0,4640.0,4570.0,4620.0,3894.388671875,95394600.0
2020-01-29,4620.0,4660.0,4600.0,4620.0,3894.388671875,194871800.0
2020-01-30,4700.0,4700.0,4580.0,4580.0,3860.670654296875,87726300.0
2020-01-31,4570.0,4580.0,4460.0,4460.0,3759.517822265625,137055500.0
2020-02-03,4460.0,4490.0,4450.0,4460.0,3759.517822265625,131584600.0
2020-02-04,4690.0,4690.0,4520.0,4560.0,3843.81201171875,112377400.0
2020-02-05,4570.0,4580.0,4510.0,4560.0,3843.81201171875,91267300.0
2020-02-06,4590.0,4590.0,4530.0,4550.0,3835.38232421875,94855500.0
2020-02-07,4580.0,4580.0,4540.0,4550.0,3835.38232421875,133042500.0
2020-02-10,4500.0,4530.0,4400.0,4500.0,3793.235595703125,170890600.0
2020-02-11,4540.0,4540.0,4480.0,4510.0,3801.66455078125,85150100.0
2020-02-12,4520.0,4560.0,4520.0,4530.0,3818.52392578125,130150400.0
2020-02-13,4580.0,4590.0,4540.0,4570.0,3852.24072265625,79710700.0
2020-02-14,4530.0,4590.0,4530.0,4550.0,3835.38232421875,127004900.0
2020-02-17,4480.0,4540.0,4470.0,4470.0,3767.947265625,119759900.0
2020-02-18,4470.0,4500.0,4400.0,4400.0,3708.941162109375,88694500.0
2020-02-19,4460.0,4480.0,4450.0,4480.0,3776.37646484375,100810700.0
2020-02-20,4520.0,4580.0,4510.0,4560.0,3843.81201171875,98180400.0
2020-02-21,4560.0,4560.0,4510.0,4510.0,3801.66455078125,106960700.0
2020-02-24,4540.0,4540.0,4470.0,4490.0,3784.8056640625,102908000.0
2020-02-25,4460.0,4550.0,4460.0,4500.0,3793.235595703125,113929600.0
2020-02-26,4500.0,4510.0,4470.0,4480.0,3776.37646484375,149197600.0
2020-02-27,4380.0,4380.0,4120.0,4130.0,3604.369140625,207157400.0
2020-02-28,3990.0,4190.0,3910.0,4190.0,3656.732666015625,191962700.0
2020-03-02,4190.0,4200.0,3980.0,3980.0,3473.459716796875,187659200.0
2020-03-03,4050.0,4180.0,4000.0,4100.0,3578.187255859375,198413400.0
2020-03-04,4140.0,4240.0,4130.0,4220.0,3682.91455078125,116305200.0
2020-03-05,4290.0,4300.0,4130.0,4150.0,3621.823486328125,133588200.0
2020-03-06,4040.0,4050.0,4000.0,4010.0,3499.641845703125,159391900.0
2020-03-09,3900.0,3950.0,3750.0,3750.0,3272.73193359375,149028700.0
2020-03-10,3780.0,4030.0,3780.0,3910.0,3412.36865234375,165975500.0
2020-03-11,3950.0,4030.0,3880.0,3910.0,3412.36865234375,177519900.0
2020-03-12,3820.0,3840.0,3600.0,3610.0,3150.55029296875,151940600.0
2020-03-13,3610.0,3770.0,3360.0,3720.0,3246.55029296875,268837000.0
2020-03-16,3750.0,3750.0,3460.0,3500.0,3054.550048828125,178420500.0
2020-03-17,3500.0,3570.0,3260.0,3260.0,2845.095458984375,208568600.0
2020-03-18,3270.0,3440.0,3090.0,3140.0,2740.36767578125,248104200.0
2020-03-19,3130.0,3140.0,2930.0,2930.0,2557.0947265625,137946900.0
2020-03-20,2930.0,2970.0,2730.0,2810.0,2452.3671875,598363000.0
2020-03-23,2650.0,2700.0,2620.0,2620.0,2286.548828125,164404600.0
2020-03-24,2580.0,2750.0,2440.0,2440.0,2129.457763671875,495129300.0
2020-03-26,2500.0,3000.0,2500.0,2940.0,2565.822021484375,634588200.0
2020-03-27,3000.0,3670.0,3000.0,3230.0,2818.91357421875,480930500.0
2020-03-30,3150.0,3150.0,3010.0,3010.0,2626.9130859375,217509200.0
2020-03-31,3100.0,3200.0,2970.0,3020.0,2635.64013671875,314996600.0
2020-04-01,3010.0,3080.0,2900.0,2930.0,2557.0947265625,271743600.0
2020-04-02,2850.0,2900.0,2800.0,2870.0,2504.731201171875,299882400.0
2020-04-03,2930.0,2950.0,2830.0,2890.0,2522.18603515625,293146900.0
2020-04-06,2950.0,3030.0,2910.0,3020.0,2635.64013671875,285099900.0
2020-04-07,3100.0,3240.0,2950.0,3030.0,2644.36767578125,405389200.0
2020-04-08,3000.0,3040.0,2820.0,2820.0,2461.094482421875,292946600.0
2020-04-09,2860.0,2910.0,2750.0,2790.0,2434.91259765625,265787000.0
2020-04-13,2790.0,2840.0,2700.0,2770.0,2417.458251953125,123731400.0
2020-04-14,2790.0,2900.0,2770.0,2900.0,2530.9130859375,219734000.0
2020-04-15,2900.0,2990.0,2730.0,2760.0,2408.730712890625,319095100.0
2020-04-16,2770.0,2770.0,2580.0,2610.0,2277.821533203125,367748800.0
2020-04-17,2670.0,2840.0,2660.0,2830.0,2469.82177734375,402325500.0
2020-04-20,2880.0,2900.0,2760.0,2780.0,2426.185302734375,222008500.0
2020-04-21,2750.0,2790.0,2690.0,2720.0,2373.82177734375,132873300.0
2020-04-22,2700.0,2830.0,2650.0,2790.0,2434.91259765625,179543300.0
2020-04-23,2830.0,2880.0,2790.0,2800.0,2443.639892578125,216170700.0
2020-04-24,2800.0,2800.0,2630.0,2630.0,2295.276123046875,293711300.0
2020-04-27,2680.0,2700.0,2610.0,2660.0,2321.458251953125,182608400.0
2020-04-28,2680.0,2690.0,2570.0,2590.0,2260.366943359375,268296100.0
2020-04-29,2600.0,2620.0,2560.0,2580.0,2251.6396484375,209136400.0
2020-04-30,2620.0,2740.0,2610.0,2730.0,2382.548828125,432073900.0
